state_ut,crime_head,male_below_18_years,female_below_18_years,male_between_18_30_years,female_between_18_30_years,male_between_30_45_years,female_between_30_45_years,male_between_45_60_years,female_between_45_60_years,male_above_60_years,female_above_60_years,male_total,female_total,grand_total
TAMIL NADU,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),38,1,5093,24,5100,10,2157,14,135,0,12523,49,12572
TRIPURA,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,9,0,2,0,3,0,0,0,14,0,14
UTTAR PRADESH,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,5678,5,3979,4,2129,3,39,0,11825,12,11837
UTTARAKHAND,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,196,0,258,0,75,0,2,0,531,0,531
WEST BENGAL,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,1790,8,1051,1,823,0,31,0,3695,9,3704
TOTAL (STATES),CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),260,3,37426,175,33809,113,13921,54,729,4,86145,349,86494
A & N ISLANDS,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,2,0,0,0,3,0,0,0,5,0,5
CHANDIGARH,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,0,0,4,0,1,0,0,0,5,0,5
D & N HAVELI,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,6,0,17,0,14,0,0,0,37,0,37
DAMAN & DIU,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,11,0,12,0,7,0,1,0,31,0,31
DELHI,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),3,0,238,1,208,1,55,0,8,0,512,2,514
LAKSHADWEEP,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),2,0,73,0,73,0,85,0,15,0,248,0,248
TOTAL (UTs),CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),5,0,330,1,314,1,165,0,24,0,838,2,840
TOTAL (ALL-INDIA),CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),265,3,37756,176,34123,114,14086,54,753,4,86983,351,87334
ANDHRA PRADESH,OTHER IPC CRIMES,206,21,22230,2018,22349,2324,10497,1003,1159,124,56441,5490,61931
ARUNACHAL PRADESH,OTHER IPC CRIMES,12,0,444,21,210,1,55,0,0,0,721,22,743
ASSAM,OTHER IPC CRIMES,187,21,6514,203,8050,152,3175,60,237,0,18163,436,18599
BIHAR,OTHER IPC CRIMES,438,99,27792,1951,19521,1741,10040,974,2437,78,60228,4843,65071
CHHATTISGARH,OTHER IPC CRIMES,581,13,11416,365,10858,462,3671,218,759,41,27285,1099,28384
GOA,OTHER IPC CRIMES,12,0,413,13,385,31,156,9,31,4,997,57,1054
GUJARAT,OTHER IPC CRIMES,400,26,38960,1945,33105,1839,13574,1152,1197,127,87236,5089,92325
HARYANA,OTHER IPC CRIMES,208,4,9509,159,10281,243,4510,92,465,12,24973,510,25483
HIMACHAL PRADESH,OTHER IPC CRIMES,76,0,2859,284,3458,564,1311,283,241,57,7945,1188,9133
JAMMU & KASHMIR,OTHER IPC CRIMES,23,5,6769,700,7349,698,3655,352,208,14,18004,1769,19773
JHARKHAND,OTHER IPC CRIMES,51,2,10150,373,5660,420,2693,195,120,6,18674,996,19670
KARNATAKA,OTHER IPC CRIMES,28,4,19185,1047,23273,1582,11688,691,990,82,55164,3406,58570
KERALA,OTHER IPC CRIMES,104,3,42235,479,39272,642,20337,262,2135,27,104083,1413,105496
MADHYA PRADESH,OTHER IPC CRIMES,2882,152,81032,3190,58853,3155,27496,1223,4189,267,174452,7987,182439
MAHARASHTRA,OTHER IPC CRIMES,470,40,24245,1854,19718,1742,7968,893,1243,191,53644,4720,58364
MANIPUR,OTHER IPC CRIMES,0,0,218,10,221,14,63,9,10,1,512,34,546
MEGHALAYA,OTHER IPC CRIMES,20,1,332,8,196,2,44,0,1,0,593,11,604
MIZORAM,OTHER IPC CRIMES,10,0,161,9,87,6,52,0,1,0,311,15,326
NAGALAND,OTHER IPC CRIMES,1,0,178,1,120,2,32,2,0,0,331,5,336
ODISHA,OTHER IPC CRIMES,156,4,11500,1088,10641,1061,3846,416,342,14,26485,2583,29068
PUNJAB,OTHER IPC CRIMES,43,0,4732,279,4888,397,2715,161,190,3,12568,840,13408
RAJASTHAN,OTHER IPC CRIMES,813,36,40097,2589,30710,3010,14345,1054,1445,136,87410,6825,94235
SIKKIM,OTHER IPC CRIMES,0,0,40,12,40,20,17,3,10,0,107,35,142
TAMIL NADU,OTHER IPC CRIMES,373,34,49348,3810,43306,3239,18676,1226,1998,143,113701,8452,122153
TRIPURA,OTHER IPC CRIMES,6,0,607,85,585,98,215,73,15,1,1428,257,1685
UTTAR PRADESH,OTHER IPC CRIMES,103,17,65635,600,46596,637,26850,428,2593,11,141777,1693,143470
UTTARAKHAND,OTHER IPC CRIMES,8,0,1091,73,1454,58,286,20,27,1,2866,152,3018
WEST BENGAL,OTHER IPC CRIMES,146,20,25830,2105,26957,1156,10527,744,386,14,63846,4039,67885
TOTAL (STATES),OTHER IPC CRIMES,7357,502,503522,25271,428143,25296,198494,11543,22429,1354,1159945,63966,1223911
A & N ISLANDS,OTHER IPC CRIMES,0,2,150,20,99,26,26,2,2,5,277,55,332
CHANDIGARH,OTHER IPC CRIMES,32,0,476,25,582,11,170,4,7,0,1267,40,1307
D & N HAVELI,OTHER IPC CRIMES,7,0,70,2,41,5,10,0,0,0,128,7,135
DAMAN & DIU,OTHER IPC CRIMES,0,0,24,4,17,1,5,1,0,1,46,7,53
DELHI,OTHER IPC CRIMES,339,1,9238,247,5470,224,1615,93,114,9,16776,574,17350
LAKSHADWEEP,OTHER IPC CRIMES,0,0,8,0,10,0,1,0,2,0,21,0,21
PUDUCHERRY,OTHER IPC CRIMES,25,3,881,74,670,42,213,15,39,2,1828,136,1964
TOTAL (UTs),OTHER IPC CRIMES,403,6,10847,372,6889,309,2040,115,164,17,20343,819,21162
TOTAL (ALL-INDIA),OTHER IPC CRIMES,7760,508,514369,25643,435032,25605,200534,11658,22593,1371,1180288,64785,1245073
ANDHRA PRADESH,TOTAL COGNIZABLE IPC CRIMES,2263,68,101965,7936,84371,8791,32044,4333,4076,548,224719,21676,246395
ARUNACHAL PRADESH,TOTAL COGNIZABLE IPC CRIMES,72,0,1669,49,596,21,76,0,0,0,2413,70,2483
ASSAM,TOTAL COGNIZABLE IPC CRIMES,928,51,26560,517,33298,437,10230,112,662,0,71678,1117,72795
BIHAR,TOTAL COGNIZABLE IPC CRIMES,2756,332,113494,7723,84769,6816,38937,3753,5636,354,245592,18978,264570
CHHATTISGARH,TOTAL COGNIZABLE IPC CRIMES,2093,87,31204,1373,24787,1560,9573,764,1725,155,69382,3939,73321
GOA,TOTAL COGNIZABLE IPC CRIMES,92,3,1524,71,1093,91,365,35,69,11,3143,211,3354
GUJARAT,TOTAL COGNIZABLE IPC CRIMES,1798,108,77490,4893,60911,5368,24871,3500,2780,565,167850,14434,182284
HARYANA,TOTAL COGNIZABLE IPC CRIMES,963,22,28324,694,22880,1068,9298,604,1151,104,62616,2492,65108
HIMACHAL PRADESH,TOTAL COGNIZABLE IPC CRIMES,219,8,5822,509,5998,987,2149,506,418,110,14606,2120,16726
JAMMU & KASHMIR,TOTAL COGNIZABLE IPC CRIMES,74,7,13884,1277,16416,1431,6270,564,395,40,37039,3319,40358
JHARKHAND,TOTAL COGNIZABLE IPC CRIMES,306,20,26654,1365,16640,1272,6577,492,408,36,50585,3185,53770
KARNATAKA,TOTAL COGNIZABLE IPC CRIMES,425,15,55716,3936,59564,5955,30922,3462,4234,606,150861,13974,164835
KERALA,TOTAL COGNIZABLE IPC CRIMES,905,11,82418,1986,78222,2931,36669,1312,4649,241,202863,6481,209344
MADHYA PRADESH,TOTAL COGNIZABLE IPC CRIMES,5970,277,154952,6800,109733,6846,48429,3067,7189,594,326273,17584,343857
MAHARASHTRA,TOTAL COGNIZABLE IPC CRIMES,5931,287,136694,10016,92038,11871,37771,6836,6631,1597,279065,30607,309672
MANIPUR,TOTAL COGNIZABLE IPC CRIMES,4,0,794,34,673,45,191,31,22,3,1684,113,1797
MEGHALAYA,TOTAL COGNIZABLE IPC CRIMES,97,2,1113,20,640,9,97,2,4,0,1951,33,1984
MIZORAM,TOTAL COGNIZABLE IPC CRIMES,95,11,899,42,446,23,188,10,7,0,1635,86,1721
NAGALAND,TOTAL COGNIZABLE IPC CRIMES,25,0,607,11,294,9,59,2,3,0,988,22,1010
ODISHA,TOTAL COGNIZABLE IPC CRIMES,914,28,40604,2503,34103,2932,12885,1071,1118,91,89624,6625,96249
PUNJAB,TOTAL COGNIZABLE IPC CRIMES,238,7,17186,1223,17250,1686,8044,654,328,16,43046,3586,46632
RAJASTHAN,TOTAL COGNIZABLE IPC CRIMES,2356,83,77194,4643,57826,5445,24911,2452,2570,353,164857,12976,177833
SIKKIM,TOTAL COGNIZABLE IPC CRIMES,73,9,225,16,200,22,78,4,10,0,586,51,637
TAMIL NADU,TOTAL COGNIZABLE IPC CRIMES,1577,43,94646,6262,80594,6669,35511,2861,3963,288,216291,16123,232414
TRIPURA,TOTAL COGNIZABLE IPC CRIMES,121,18,2964,294,2516,301,832,129,79,6,6512,748,7260
UTTAR PRADESH,TOTAL COGNIZABLE IPC CRIMES,883,55,206449,4612,127285,4096,61612,2252,5427,140,401656,11155,412811
UTTARAKHAND,TOTAL COGNIZABLE IPC CRIMES,162,13,4169,165,5128,227,1044,77,116,9,10619,491,11110
WEST BENGAL,TOTAL COGNIZABLE IPC CRIMES,694,69,66862,4717,64407,7789,26641,4593,1727,223,160331,17391,177722
TOTAL (STATES),TOTAL COGNIZABLE IPC CRIMES,32034,1634,1372082,73687,1082678,84698,466274,43478,55397,6090,3008465,209587,3218052
A & N ISLANDS,TOTAL COGNIZABLE IPC CRIMES,10,2,342,26,203,31,53,5,6,5,614,69,683
CHANDIGARH,TOTAL COGNIZABLE IPC CRIMES,130,4,1673,51,1469,35,312,10,18,0,3602,100,3702
D & N HAVELI,TOTAL COGNIZABLE IPC CRIMES,18,0,293,5,158,9,40,1,4,1,513,16,529
DAMAN & DIU,TOTAL COGNIZABLE IPC CRIMES,10,0,222,13,91,4,33,6,5,3,361,26,387
DELHI,TOTAL COGNIZABLE IPC CRIMES,1513,28,23329,589,11753,549,2578,198,213,25,39386,1389,40775
LAKSHADWEEP,TOTAL COGNIZABLE IPC CRIMES,0,0,13,0,13,0,2,0,2,0,30,0,30
PUDUCHERRY,TOTAL COGNIZABLE IPC CRIMES,78,4,2971,160,1788,172,542,50,88,5,5467,391,5858
TOTAL (UTs),TOTAL COGNIZABLE IPC CRIMES,1759,38,28843,844,15475,800,3560,270,336,39,49973,1991,51964
TOTAL (ALL-INDIA),TOTAL COGNIZABLE IPC CRIMES,33793,1672,1400925,74531,1098153,85498,469834,43748,55733,6129,3058438,211578,3270016
