state_ut,crime_head,male_below_18_years,female_below_18_years,male_between_18_30_years,female_between_18_30_years,male_between_30_45_years,female_between_30_45_years,male_between_45_60_years,female_between_45_60_years,male_above_60_years,female_above_60_years,male_total,female_total,grand_total
Uttar Pradesh,Preparation & Assembly for Dacoity,0,0,272,0,96,0,12,0,0,0,380,0,380
Uttarakhand,Preparation & Assembly for Dacoity,6,0,14,0,22,0,0,0,0,0,42,0,42
West Bengal,Preparation & Assembly for Dacoity,17,0,2248,3,1352,0,381,0,0,0,3998,3,4001
Total (State),Preparation & Assembly for Dacoity,111,0,8120,10,4106,7,927,1,19,0,13283,18,13301
A&N Islands,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,Preparation & Assembly for Dacoity,0,0,4,0,0,0,0,0,0,0,4,0,4
D&N Haveli,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,Preparation & Assembly for Dacoity,0,0,19,0,2,0,0,0,0,0,21,0,21
Lakshadweep,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,Preparation & Assembly for Dacoity,0,0,34,0,7,0,0,0,0,0,41,0,41
Total (UTs),Preparation & Assembly for Dacoity,0,0,57,0,9,0,0,0,0,0,66,0,66
Total (All-India),Preparation & Assembly for Dacoity,111,0,8177,10,4115,7,927,1,19,0,13349,18,13367
Andhra Pradesh,Rape,115,0,1148,36,468,36,127,11,19,0,1877,83,1960
Arunachal Pradesh,Rape,0,0,75,0,26,0,5,0,0,0,106,0,106
Assam,Rape,49,0,730,0,843,0,113,0,10,0,1745,0,1745
Bihar,Rape,66,0,695,0,327,0,65,0,3,0,1156,0,1156
Chhattisgarh,Rape,135,0,1021,10,345,9,95,5,17,0,1613,24,1637
Goa,Rape,1,0,58,0,27,3,8,2,4,0,98,5,103
Gujarat,Rape,27,0,646,13,244,18,69,7,3,0,989,38,1027
Haryana,Rape,51,1,801,12,395,13,100,5,19,1,1366,32,1398
Himachal Pradesh,Rape,15,0,179,8,68,4,21,2,2,0,285,14,299
Jammu & Kashmir,Rape,5,0,206,4,134,2,50,3,0,0,395,9,404
Jharkhand,Rape,36,0,776,2,260,4,49,7,1,0,1122,13,1135
Karnataka,Rape,16,2,636,11,423,28,111,18,16,2,1202,61,1263
Kerala,Rape,34,0,590,5,464,16,200,6,42,1,1330,28,1358
Madhya Pradesh,Rape,361,5,3413,63,1446,65,454,19,50,3,5724,155,5879
Maharashtra,Rape,220,6,2423,76,1037,119,258,53,43,8,3981,262,4243
Manipur,Rape,2,0,22,0,8,0,5,0,0,0,37,0,37
Meghalaya,Rape,23,0,99,1,42,0,22,0,3,0,189,1,190
Mizoram,Rape,9,0,25,0,39,0,14,0,2,0,89,0,89
Nagaland,Rape,0,0,18,0,17,1,4,0,1,0,40,1,41
Odisha,Rape,98,0,1091,24,636,45,173,9,4,0,2002,78,2080
Punjab,Rape,16,1,584,28,296,42,73,8,0,0,969,79,1048
Rajasthan,Rape,206,2,1541,26,790,14,189,4,11,0,2737,46,2783
Sikkim,Rape,0,0,25,0,16,0,2,0,0,0,43,0,43
Tamil Nadu,Rape,32,0,694,10,325,11,87,13,20,1,1158,35,1193
Tripura,Rape,12,1,200,3,94,0,43,1,2,0,351,5,356
Uttar Pradesh,Rape,219,1,3815,12,1309,17,213,1,0,0,5556,31,5587
Uttarakhand,Rape,15,0,127,2,108,4,32,0,1,0,283,6,289
West Bengal,Rape,119,0,987,0,1150,0,405,0,13,0,2674,0,2674
Total (State),Rape,1882,19,22625,346,11337,451,2987,174,286,16,39117,1006,40123
A&N Islands,Rape,2,0,19,0,12,0,3,0,0,0,36,0,36
Chandigarh,Rape,3,0,18,3,14,1,9,1,0,0,44,5,49
D&N Haveli,Rape,2,0,5,0,2,0,0,0,0,0,9,0,9
Daman & Diu,Rape,0,0,10,0,0,0,0,0,0,0,10,0,10
Delhi UT,Rape,162,1,1163,29,368,30,79,5,13,1,1785,66,1851
Lakshadweep,Rape,0,0,2,0,2,0,0,0,0,0,4,0,4
Puducherry,Rape,3,0,23,0,4,0,3,0,0,0,33,0,33
Total (UTs),Rape,172,1,1240,32,402,31,94,6,13,1,1921,71,1992
Total (All-India),Rape,2054,20,23865,378,11739,482,3081,180,299,17,41038,1077,42115
Andhra Pradesh,Riots,78,4,5265,320,4424,268,1845,79,237,10,11849,681,12530
Arunachal Pradesh,Riots,0,0,75,1,36,3,5,0,0,0,116,4,120
Assam,Riots,24,0,3029,41,4364,64,692,0,103,0,8212,105,8317
Bihar,Riots,223,4,30192,1040,20404,814,9394,452,573,12,60786,2322,63108
Chhattisgarh,Riots,61,11,2038,103,1662,155,655,60,92,10,4508,339,4847
Goa,Riots,3,0,143,13,162,20,33,10,18,4,359,47,406
Gujarat,Riots,103,7,5249,292,4137,342,1567,163,230,17,11286,821,12107
Haryana,Riots,84,0,2527,90,2573,115,842,26,119,7,6145,238,6383
Himachal Pradesh,Riots,13,4,883,100,700,172,300,75,50,14,1946,365,2311
Jammu & Kashmir,Riots,28,0,2486,203,2500,244,1516,159,216,10,6746,616,7362
Jharkhand,Riots,42,7,3481,130,2232,130,1063,34,95,0,6913,301,7214
Karnataka,Riots,16,0,9496,815,12136,1452,5138,694,826,146,27612,3107,30719
Kerala,Riots,313,0,20714,350,16559,504,7625,244,703,5,45914,1103,47017
Madhya Pradesh,Riots,98,5,5648,165,4178,175,1932,79,215,16,12071,440,12511
Maharashtra,Riots,798,49,24157,2030,17594,2444,8456,1232,1440,271,52445,6026,58471
Manipur,Riots,0,0,28,0,7,0,1,0,0,0,36,0,36
Meghalaya,Riots,0,0,4,0,9,0,0,0,0,0,13,0,13
Mizoram,Riots,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Riots,0,0,13,0,6,0,2,0,0,0,21,0,21
Odisha,Riots,27,5,3654,239,3575,302,1734,71,78,3,9068,620,9688
Punjab,Riots,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Riots,28,0,790,99,629,85,271,28,28,10,1746,222,1968
Sikkim,Riots,0,0,21,6,14,2,5,0,0,0,40,8,48
Tamil Nadu,Riots,69,2,6068,386,4635,568,2902,247,112,13,13786,1216,15002
Tripura,Riots,0,0,205,2,174,0,90,0,15,0,484,2,486
Uttar Pradesh,Riots,26,0,25130,302,14769,477,6254,261,760,0,46939,1040,47979
Uttarakhand,Riots,7,0,388,52,456,31,103,13,0,0,954,96,1050
West Bengal,Riots,31,1,5916,301,6162,342,1929,144,87,3,14125,791,14916
Total (State),Riots,2072,99,157600,7080,124097,8709,54354,4071,5997,551,344120,20510,364630
A&N Islands,Riots,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,Riots,3,0,82,3,56,2,22,0,0,0,163,5,168
D&N Haveli,Riots,4,0,38,0,8,0,0,0,0,0,50,0,50
Daman & Diu,Riots,0,0,55,0,6,0,1,0,0,0,62,0,62
Delhi UT,Riots,3,3,284,13,247,16,96,4,49,0,679,36,715
Lakshadweep,Riots,0,0,3,0,8,0,0,0,0,0,11,0,11
Puducherry,Riots,4,0,330,3,169,11,40,2,2,1,545,17,562
Total (UTs),Riots,14,3,792,19,494,29,159,6,51,1,1510,58,1568
Total (All-India),Riots,2086,102,158392,7099,124591,8738,54513,4077,6048,552,345630,20568,366198
Andhra Pradesh,Robbery,30,0,719,20,359,8,61,1,1,1,1170,30,1200
Arunachal Pradesh,Robbery,3,0,49,0,31,0,3,0,0,0,86,0,86
Assam,Robbery,1,0,277,0,431,0,58,0,0,0,767,0,767
Bihar,Robbery,46,0,1323,0,735,2,129,0,8,0,2241,2,2243
Chhattisgarh,Robbery,25,0,324,0,151,0,24,0,0,0,524,0,524
Goa,Robbery,2,0,30,1,5,4,3,0,0,0,40,5,45
Gujarat,Robbery,64,0,974,11,483,16,114,0,13,1,1648,28,1676
Haryana,Robbery,23,0,757,1,376,1,99,0,1,0,1256,2,1258
Himachal Pradesh,Robbery,0,0,7,0,6,0,0,0,0,0,13,0,13
Jammu & Kashmir,Robbery,2,0,55,0,48,0,24,0,0,0,129,0,129
Jharkhand,Robbery,8,0,441,0,255,0,87,0,0,0,791,0,791
Karnataka,Robbery,43,0,917,13,639,26,176,8,9,1,1784,48,1832
Kerala,Robbery,18,0,505,17,349,13,87,3,5,0,964,33,997
Madhya Pradesh,Robbery,74,0,1615,4,810,6,282,3,0,0,2781,13,2794
Maharashtra,Robbery,392,7,6854,103,2108,67,437,25,61,3,9852,205,10057
Manipur,Robbery,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,Robbery,5,0,35,1,16,0,0,0,0,0,56,1,57
Mizoram,Robbery,0,0,1,0,0,0,0,0,0,0,1,0,1
Nagaland,Robbery,0,0,46,0,23,0,0,0,0,0,69,0,69
Odisha,Robbery,26,0,1297,9,888,3,237,3,8,0,2456,15,2471
Punjab,Robbery,5,0,187,0,104,0,21,0,0,0,317,0,317
Rajasthan,Robbery,63,0,716,3,319,2,49,3,2,1,1149,9,1158
Sikkim,Robbery,0,0,12,0,3,0,2,0,0,0,17,0,17
Tamil Nadu,Robbery,57,0,1644,13,855,9,147,1,5,0,2708,23,2731
Tripura,Robbery,0,0,39,0,19,0,6,0,1,0,65,0,65
Uttar Pradesh,Robbery,43,0,4108,3,2156,3,447,0,1,0,6755,6,6761
Uttarakhand,Robbery,20,0,126,0,66,0,30,0,0,0,242,0,242
West Bengal,Robbery,6,0,414,0,293,45,100,13,0,0,813,58,871
Total (State),Robbery,956,7,23472,199,11528,205,2623,60,115,7,38694,478,39172
A&N Islands,Robbery,0,0,0,0,0,0,1,0,0,0,1,0,1
Chandigarh,Robbery,11,0,56,1,39,0,7,0,0,0,113,1,114
D&N Haveli,Robbery,0,0,3,0,2,0,0,0,0,0,5,0,5
Daman & Diu,Robbery,0,0,0,0,1,0,0,0,0,0,1,0,1
Delhi UT,Robbery,220,0,1223,4,395,3,29,2,6,0,1873,9,1882
Lakshadweep,Robbery,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,Robbery,0,0,12,0,3,0,0,0,0,0,15,0,15
Total (UTs),Robbery,231,0,1294,5,440,3,37,2,6,0,2008,10,2018
Total (All-India),Robbery,1187,7,24766,204,11968,208,2660,62,121,7,40702,488,41190
Andhra Pradesh,Theft,894,23,12628,492,7200,430,2090,90,79,22,22891,1057,23948
Arunachal Pradesh,Theft,57,0,267,1,102,0,18,0,0,0,444,1,445
Assam,Theft,178,6,2919,8,3783,22,812,2,17,0,7709,38,7747
Bihar,Theft,329,0,7709,23,6023,48,1920,7,34,0,16015,78,16093
Chhattisgarh,Theft,289,3,1836,29,807,20,168,9,11,4,3111,65,3176
Goa,Theft,32,0,239,21,112,20,27,10,4,1,414,52,466
Gujarat,Theft,430,18,4861,78,2507,75,510,16,39,2,8347,189,8536
Haryana,Theft,169,1,3853,35,2115,51,514,9,47,2,6698,98,6796
Himachal Pradesh,Theft,33,0,371,11,201,15,50,9,5,1,660,36,696
Jammu & Kashmir,Theft,13,0,603,8,803,16,470,1,35,0,1924,25,1949
Jharkhand,Theft,69,1,1523,39,995,36,323,7,0,0,2910,83,2993
Karnataka,Theft,129,1,3585,62,2134,72,768,46,119,1,6735,182,6917
Kerala,Theft,270,4,1545,155,1114,118,425,27,29,3,3383,307,3690
Madhya Pradesh,Theft,609,20,7097,79,3300,71,1019,15,56,5,12081,190,12271
Maharashtra,Theft,1738,58,18909,630,8644,466,2465,148,210,26,31966,1328,33294
Manipur,Theft,0,0,139,6,82,6,8,1,1,0,230,13,243
Meghalaya,Theft,25,3,199,3,86,3,38,0,0,0,348,9,357
Mizoram,Theft,55,3,423,23,173,1,20,0,0,0,671,27,698
Nagaland,Theft,4,0,205,0,64,0,10,0,1,0,284,0,284
Odisha,Theft,262,1,4207,62,3153,51,691,15,64,0,8377,129,8506
Punjab,Theft,56,1,1844,81,1359,95,577,8,8,0,3844,185,4029
Rajasthan,Theft,470,5,4276,99,2033,81,512,25,36,4,7327,214,7541
Sikkim,Theft,12,0,65,0,38,0,15,0,0,0,130,0,130
Tamil Nadu,Theft,500,16,6863,189,3606,245,1642,79,115,23,12726,552,13278
Tripura,Theft,63,0,258,0,156,0,39,0,6,0,522,0,522
Uttar Pradesh,Theft,254,11,11847,56,6045,60,1725,27,40,0,19911,154,20065
Uttarakhand,Theft,70,12,523,2,359,1,59,0,0,0,1011,15,1026
West Bengal,Theft,118,9,6329,455,5076,596,2025,170,107,0,13655,1230,14885
Total (State),Theft,7128,196,105123,2647,62070,2599,18940,721,1063,94,194324,6257,200581
A&N Islands,Theft,0,0,17,2,6,0,1,0,0,0,24,2,26
Chandigarh,Theft,45,0,576,34,371,16,11,2,0,0,1003,52,1055
D&N Haveli,Theft,18,0,59,0,53,0,12,1,0,0,142,1,143
Daman & Diu,Theft,4,0,12,0,9,0,1,0,0,0,26,0,26
Delhi UT,Theft,552,12,5473,87,1821,45,246,10,4,1,8096,155,8251
Lakshadweep,Theft,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,Theft,14,0,143,5,41,7,9,2,1,0,208,14,222
Total (UTs),Theft,633,12,6280,128,2301,68,280,15,5,1,9499,224,9723
Total (All-India),Theft,7761,208,111403,2775,64371,2667,19220,736,1068,95,203823,6481,210304
Andhra Pradesh,Total IPC Crimes,2913,85,114959,7924,97171,8521,40049,4288,4885,642,259977,21460,281437
Arunachal Pradesh,Total IPC Crimes,122,0,1633,23,952,3,233,0,15,0,2955,26,2981
Assam,Total IPC Crimes,640,8,30366,434,42750,334,8673,24,245,1,82674,801,83475
Bihar,Total IPC Crimes,1762,52,133920,6143,91806,5781,38742,2967,4530,148,270760,15091,285851
Chhattisgarh,Total IPC Crimes,2148,128,32898,1397,24621,1660,10563,876,1180,151,71410,4212,75622
Goa,Total IPC Crimes,69,1,1547,90,1181,110,442,75,115,23,3354,299,3653
Gujarat,Total IPC Crimes,1762,134,87351,5082,77727,6376,28180,3886,2841,709,197861,16187,214048
Haryana,Total IPC Crimes,1181,9,32140,718,26957,999,9483,581,1425,108,71186,2415,73601
Himachal Pradesh,Total IPC Crimes,212,8,6641,621,6289,1065,2171,542,424,122,15737,2358,18095
Jammu & Kashmir,Total IPC Crimes,129,2,13395,1110,14807,1223,7689,655,723,58,36743,3048,39791
Jharkhand,Total IPC Crimes,316,42,26107,1079,18659,1049,6911,277,249,41,52242,2488,54730
Karnataka,Total IPC Crimes,473,13,58216,3667,61322,5813,28076,3200,4608,693,152695,13386,166081
Kerala,Total IPC Crimes,1132,7,96945,1679,80569,2522,36833,1260,4240,259,219719,5727,225446
Madhya Pradesh,Total IPC Crimes,6499,358,154240,6850,107278,7270,50975,3306,6854,696,325846,18480,344326
Maharashtra,Total IPC Crimes,7289,324,150894,11326,101881,12940,44125,7645,7328,1764,311517,33999,345516
Manipur,Total IPC Crimes,6,0,649,27,519,33,132,19,23,1,1329,80,1409
Meghalaya,Total IPC Crimes,140,8,1677,56,943,36,263,5,24,0,3047,105,3152
Mizoram,Total IPC Crimes,113,3,983,51,561,24,141,12,10,0,1808,90,1898
Nagaland,Total IPC Crimes,11,0,602,6,350,9,84,1,7,0,1054,16,1070
Odisha,Total IPC Crimes,1052,26,40370,3049,35793,3194,14923,1620,1127,127,93265,8016,101281
Punjab,Total IPC Crimes,326,19,18474,1338,16588,1516,7003,477,212,26,42603,3376,45979
Rajasthan,Total IPC Crimes,2696,62,73914,4461,60967,5200,29420,2754,3165,353,170162,12830,182992
Sikkim,Total IPC Crimes,22,0,485,41,331,7,166,0,45,0,1049,48,1097
Tamil Nadu,Total IPC Crimes,1632,32,95820,6280,89037,7107,39742,2746,3228,255,229459,16420,245879
Tripura,Total IPC Crimes,110,7,4324,310,2813,288,903,91,116,7,8266,703,8969
Uttar Pradesh,Total IPC Crimes,1245,46,248162,4892,137406,4993,63047,2611,5160,117,455020,12659,467679
Uttarakhand,Total IPC Crimes,272,19,3892,191,3808,199,1227,89,28,7,9227,505,9732
West Bengal,Total IPC Crimes,749,36,54821,6233,72334,6801,28584,4070,1751,355,158239,17495,175734
Total (State),Total IPC Crimes,35021,1429,1485425,75078,1175420,85073,498780,44077,54558,6663,3249204,212320,3461524
A&N Islands,Total IPC Crimes,7,0,316,14,243,17,98,6,19,0,683,37,720
Chandigarh,Total IPC Crimes,117,0,1722,73,1466,44,412,24,4,2,3721,143,3864
D&N Haveli,Total IPC Crimes,26,0,289,0,154,0,49,4,3,0,521,4,525
Daman & Diu,Total IPC Crimes,14,0,245,2,70,0,5,0,1,0,335,2,337
Delhi UT,Total IPC Crimes,2064,23,30714,712,13519,731,3260,219,358,28,49915,1713,51628
Lakshadweep,Total IPC Crimes,0,0,14,0,16,0,0,0,0,0,30,0,30
Puducherry,Total IPC Crimes,60,4,2516,106,1661,89,434,27,45,7,4716,233,4949
Total (UTs),Total IPC Crimes,2288,27,35816,907,17129,881,4258,280,430,37,59921,2132,62053
Total (All-India),Total IPC Crimes,37309,1456,1521241,75985,1192549,85954,503038,44357,54988,6700,3309125,214452,3523577
