area_name,year,group_name,sub_group_name,trial_of_violent_crimes_by_courts_by_confession,trial_of_violent_crimes_by_courts_by_trial,trial_of_violent_crimes_by_courts_total
Odisha,2002,TVC- Dacoity,06. Dacoity,0,195,195
Puducherry,2002,TVC- Dacoity,06. Dacoity,,1,1
Punjab,2002,TVC- Dacoity,06. Dacoity,0,16,16
Rajasthan,2002,TVC- Dacoity,06. Dacoity,,117,117
Sikkim,2002,TVC- Dacoity,06. Dacoity,,2,2
Tamil Nadu,2002,TVC- Dacoity,06. Dacoity,5,98,103
Tripura,2002,TVC- Dacoity,06. Dacoity,,18,18
Uttar Pradesh,2002,TVC- Dacoity,06. Dacoity,,884,884
Uttarakhand,2002,TVC- Dacoity,06. Dacoity,,21,21
West Bengal,2002,TVC- Dacoity,06. Dacoity,0,131,131
Andaman & Nicobar Islands,2003,TVC- Dacoity,06. Dacoity,0,1,1
Andhra Pradesh,2003,TVC- Dacoity,06. Dacoity,0,206,206
Arunachal Pradesh,2003,TVC- Dacoity,06. Dacoity,0,0,0
Assam,2003,TVC- Dacoity,06. Dacoity,7,192,199
Bihar,2003,TVC- Dacoity,06. Dacoity,0,1024,1024
Chandigarh,2003,TVC- Dacoity,06. Dacoity,0,3,3
Chhattisgarh,2003,TVC- Dacoity,06. Dacoity,0,56,56
Dadra & Nagar Haveli,2003,TVC- Dacoity,06. Dacoity,,3,3
Daman & Diu,2003,TVC- Dacoity,06. Dacoity,0,2,2
Delhi,2003,TVC- Dacoity,06. Dacoity,0,10,10
Goa,2003,TVC- Dacoity,06. Dacoity,,4,4
Gujarat,2003,TVC- Dacoity,06. Dacoity,0,147,147
Haryana,2003,TVC- Dacoity,06. Dacoity,0,62,62
Himachal Pradesh,2003,TVC- Dacoity,06. Dacoity,0,5,5
Jammu & Kashmir,2003,TVC- Dacoity,06. Dacoity,0,5,5
Jharkhand,2003,TVC- Dacoity,06. Dacoity,0,316,316
Karnataka,2003,TVC- Dacoity,06. Dacoity,0,120,120
Kerala,2003,TVC- Dacoity,06. Dacoity,,44,44
Madhya Pradesh,2003,TVC- Dacoity,06. Dacoity,,139,139
Maharashtra,2003,TVC- Dacoity,06. Dacoity,0,315,315
Meghalaya,2003,TVC- Dacoity,06. Dacoity,0,10,10
Mizoram,2003,TVC- Dacoity,06. Dacoity,,1,1
Nagaland,2003,TVC- Dacoity,06. Dacoity,0,3,3
Odisha,2003,TVC- Dacoity,06. Dacoity,0,232,232
Punjab,2003,TVC- Dacoity,06. Dacoity,0,28,28
Rajasthan,2003,TVC- Dacoity,06. Dacoity,0,76,76
Tamil Nadu,2003,TVC- Dacoity,06. Dacoity,3,127,130
Tripura,2003,TVC- Dacoity,06. Dacoity,,13,13
Uttar Pradesh,2003,TVC- Dacoity,06. Dacoity,0,762,762
Uttarakhand,2003,TVC- Dacoity,06. Dacoity,0,16,16
West Bengal,2003,TVC- Dacoity,06. Dacoity,3,221,224
Andaman & Nicobar Islands,2004,TVC- Dacoity,06. Dacoity,,1,1
Andhra Pradesh,2004,TVC- Dacoity,06. Dacoity,0,302,302
Arunachal Pradesh,2004,TVC- Dacoity,06. Dacoity,0,1,1
Assam,2004,TVC- Dacoity,06. Dacoity,1,199,200
Bihar,2004,TVC- Dacoity,06. Dacoity,0,872,872
Chandigarh,2004,TVC- Dacoity,06. Dacoity,0,1,1
Chhattisgarh,2004,TVC- Dacoity,06. Dacoity,2,36,38
Dadra & Nagar Haveli,2004,TVC- Dacoity,06. Dacoity,,0,0
Delhi,2004,TVC- Dacoity,06. Dacoity,,30,30
Goa,2004,TVC- Dacoity,06. Dacoity,,3,3
Gujarat,2004,TVC- Dacoity,06. Dacoity,1,157,158
Haryana,2004,TVC- Dacoity,06. Dacoity,,75,75
Himachal Pradesh,2004,TVC- Dacoity,06. Dacoity,0,1,1
Jammu & Kashmir,2004,TVC- Dacoity,06. Dacoity,,12,12
Jharkhand,2004,TVC- Dacoity,06. Dacoity,5,311,316
Karnataka,2004,TVC- Dacoity,06. Dacoity,0,114,114
Kerala,2004,TVC- Dacoity,06. Dacoity,,51,51
Madhya Pradesh,2004,TVC- Dacoity,06. Dacoity,,168,168
Maharashtra,2004,TVC- Dacoity,06. Dacoity,0,410,410
Manipur,2004,TVC- Dacoity,06. Dacoity,0,0,0
Meghalaya,2004,TVC- Dacoity,06. Dacoity,0,18,18
Mizoram,2004,TVC- Dacoity,06. Dacoity,4,6,10
Nagaland,2004,TVC- Dacoity,06. Dacoity,2,36,38
Odisha,2004,TVC- Dacoity,06. Dacoity,0,254,254
Puducherry,2004,TVC- Dacoity,06. Dacoity,,1,1
Punjab,2004,TVC- Dacoity,06. Dacoity,2,19,21
Rajasthan,2004,TVC- Dacoity,06. Dacoity,,83,83
Tamil Nadu,2004,TVC- Dacoity,06. Dacoity,2,112,114
Tripura,2004,TVC- Dacoity,06. Dacoity,0,17,17
Uttar Pradesh,2004,TVC- Dacoity,06. Dacoity,0,553,553
Uttarakhand,2004,TVC- Dacoity,06. Dacoity,,37,37
West Bengal,2004,TVC- Dacoity,06. Dacoity,4,146,150
Andhra Pradesh,2005,TVC- Dacoity,06. Dacoity,0,266,266
Arunachal Pradesh,2005,TVC- Dacoity,06. Dacoity,0,11,11
Assam,2005,TVC- Dacoity,06. Dacoity,3,225,228
Bihar,2005,TVC- Dacoity,06. Dacoity,0,815,815
Chandigarh,2005,TVC- Dacoity,06. Dacoity,0,1,1
Chhattisgarh,2005,TVC- Dacoity,06. Dacoity,24,54,78
Dadra & Nagar Haveli,2005,TVC- Dacoity,06. Dacoity,,3,3
Delhi,2005,TVC- Dacoity,06. Dacoity,,58,58
Goa,2005,TVC- Dacoity,06. Dacoity,,4,4
Gujarat,2005,TVC- Dacoity,06. Dacoity,3,147,150
Haryana,2005,TVC- Dacoity,06. Dacoity,0,41,41
Himachal Pradesh,2005,TVC- Dacoity,06. Dacoity,0,5,5
Jammu & Kashmir,2005,TVC- Dacoity,06. Dacoity,0,4,4
Jharkhand,2005,TVC- Dacoity,06. Dacoity,6,338,344
Karnataka,2005,TVC- Dacoity,06. Dacoity,0,176,176
Kerala,2005,TVC- Dacoity,06. Dacoity,,65,65
Madhya Pradesh,2005,TVC- Dacoity,06. Dacoity,,100,100
Maharashtra,2005,TVC- Dacoity,06. Dacoity,0,377,377
Manipur,2005,TVC- Dacoity,06. Dacoity,0,1,1
Meghalaya,2005,TVC- Dacoity,06. Dacoity,0,11,11
Mizoram,2005,TVC- Dacoity,06. Dacoity,0,1,1
Nagaland,2005,TVC- Dacoity,06. Dacoity,0,44,44
Odisha,2005,TVC- Dacoity,06. Dacoity,0,174,174
Puducherry,2005,TVC- Dacoity,06. Dacoity,0,1,1
Punjab,2005,TVC- Dacoity,06. Dacoity,0,12,12
Rajasthan,2005,TVC- Dacoity,06. Dacoity,,54,54
Tamil Nadu,2005,TVC- Dacoity,06. Dacoity,0,152,152
Tripura,2005,TVC- Dacoity,06. Dacoity,,15,15
Uttar Pradesh,2005,TVC- Dacoity,06. Dacoity,0,753,753
Uttarakhand,2005,TVC- Dacoity,06. Dacoity,,13,13
West Bengal,2005,TVC- Dacoity,06. Dacoity,0,131,131
Andhra Pradesh,2006,TVC- Dacoity,06. Dacoity,0,213,213
Arunachal Pradesh,2006,TVC- Dacoity,06. Dacoity,0,5,5
Assam,2006,TVC- Dacoity,06. Dacoity,6,170,176
Bihar,2006,TVC- Dacoity,06. Dacoity,18,1203,1221
Chandigarh,2006,TVC- Dacoity,06. Dacoity,0,1,1
Chhattisgarh,2006,TVC- Dacoity,06. Dacoity,25,40,65
Delhi,2006,TVC- Dacoity,06. Dacoity,,46,46
Gujarat,2006,TVC- Dacoity,06. Dacoity,0,115,115
Haryana,2006,TVC- Dacoity,06. Dacoity,,55,55
Himachal Pradesh,2006,TVC- Dacoity,06. Dacoity,0,2,2
Jammu & Kashmir,2006,TVC- Dacoity,06. Dacoity,0,8,8
Jharkhand,2006,TVC- Dacoity,06. Dacoity,0,464,464
Karnataka,2006,TVC- Dacoity,06. Dacoity,0,186,186
Kerala,2006,TVC- Dacoity,06. Dacoity,,62,62
Madhya Pradesh,2006,TVC- Dacoity,06. Dacoity,,110,110
Maharashtra,2006,TVC- Dacoity,06. Dacoity,1,336,337
Manipur,2006,TVC- Dacoity,06. Dacoity,0,0,0
Meghalaya,2006,TVC- Dacoity,06. Dacoity,3,19,22
Mizoram,2006,TVC- Dacoity,06. Dacoity,0,8,8
Nagaland,2006,TVC- Dacoity,06. Dacoity,3,2,5
Odisha,2006,TVC- Dacoity,06. Dacoity,0,228,228
Puducherry,2006,TVC- Dacoity,06. Dacoity,,3,3
Punjab,2006,TVC- Dacoity,06. Dacoity,,17,17
Rajasthan,2006,TVC- Dacoity,06. Dacoity,,46,46
Tamil Nadu,2006,TVC- Dacoity,06. Dacoity,0,92,92
Tripura,2006,TVC- Dacoity,06. Dacoity,,7,7
Uttar Pradesh,2006,TVC- Dacoity,06. Dacoity,0,521,521
Uttarakhand,2006,TVC- Dacoity,06. Dacoity,,16,16
West Bengal,2006,TVC- Dacoity,06. Dacoity,0,305,305
Andhra Pradesh,2007,TVC- Dacoity,06. Dacoity,0,266,266
Arunachal Pradesh,2007,TVC- Dacoity,06. Dacoity,0,1,1
Assam,2007,TVC- Dacoity,06. Dacoity,8,176,184
Bihar,2007,TVC- Dacoity,06. Dacoity,0,829,829
Chandigarh,2007,TVC- Dacoity,06. Dacoity,0,1,1
Chhattisgarh,2007,TVC- Dacoity,06. Dacoity,11,44,55
Dadra & Nagar Haveli,2007,TVC- Dacoity,06. Dacoity,,4,4
Daman & Diu,2007,TVC- Dacoity,06. Dacoity,0,2,2
Delhi,2007,TVC- Dacoity,06. Dacoity,,37,37
Goa,2007,TVC- Dacoity,06. Dacoity,,2,2
Gujarat,2007,TVC- Dacoity,06. Dacoity,1,108,109
Haryana,2007,TVC- Dacoity,06. Dacoity,0,70,70
Himachal Pradesh,2007,TVC- Dacoity,06. Dacoity,0,3,3
Jammu & Kashmir,2007,TVC- Dacoity,06. Dacoity,0,5,5
Jharkhand,2007,TVC- Dacoity,06. Dacoity,1,506,507
Karnataka,2007,TVC- Dacoity,06. Dacoity,0,128,128
Kerala,2007,TVC- Dacoity,06. Dacoity,,67,67
Madhya Pradesh,2007,TVC- Dacoity,06. Dacoity,0,143,143
Maharashtra,2007,TVC- Dacoity,06. Dacoity,0,261,261
Manipur,2007,TVC- Dacoity,06. Dacoity,0,1,1
Meghalaya,2007,TVC- Dacoity,06. Dacoity,1,8,9
Mizoram,2007,TVC- Dacoity,06. Dacoity,0,8,8
Nagaland,2007,TVC- Dacoity,06. Dacoity,0,7,7
Odisha,2007,TVC- Dacoity,06. Dacoity,0,147,147
Puducherry,2007,TVC- Dacoity,06. Dacoity,,3,3
Punjab,2007,TVC- Dacoity,06. Dacoity,,21,21
Rajasthan,2007,TVC- Dacoity,06. Dacoity,,53,53
Tamil Nadu,2007,TVC- Dacoity,06. Dacoity,1,100,101
Tripura,2007,TVC- Dacoity,06. Dacoity,,87,87
Uttar Pradesh,2007,TVC- Dacoity,06. Dacoity,,371,371
Uttarakhand,2007,TVC- Dacoity,06. Dacoity,,19,19
West Bengal,2007,TVC- Dacoity,06. Dacoity,1,168,169
Andaman & Nicobar Islands,2008,TVC- Dacoity,06. Dacoity,,1,1
Andhra Pradesh,2008,TVC- Dacoity,06. Dacoity,0,222,222
Arunachal Pradesh,2008,TVC- Dacoity,06. Dacoity,0,0,0
Assam,2008,TVC- Dacoity,06. Dacoity,5,172,177
Bihar,2008,TVC- Dacoity,06. Dacoity,0,792,792
Chandigarh,2008,TVC- Dacoity,06. Dacoity,,2,2
Chhattisgarh,2008,TVC- Dacoity,06. Dacoity,27,35,62
Dadra & Nagar Haveli,2008,TVC- Dacoity,06. Dacoity,,2,2
Daman & Diu,2008,TVC- Dacoity,06. Dacoity,,1,1
Delhi,2008,TVC- Dacoity,06. Dacoity,,22,22
Goa,2008,TVC- Dacoity,06. Dacoity,,1,1
Gujarat,2008,TVC- Dacoity,06. Dacoity,0,118,118
Haryana,2008,TVC- Dacoity,06. Dacoity,0,76,76
Himachal Pradesh,2008,TVC- Dacoity,06. Dacoity,0,2,2
Jammu & Kashmir,2008,TVC- Dacoity,06. Dacoity,0,5,5
Jharkhand,2008,TVC- Dacoity,06. Dacoity,28,293,321
Karnataka,2008,TVC- Dacoity,06. Dacoity,9,163,172
Kerala,2008,TVC- Dacoity,06. Dacoity,,49,49
Madhya Pradesh,2008,TVC- Dacoity,06. Dacoity,,115,115
Maharashtra,2008,TVC- Dacoity,06. Dacoity,0,281,281
Manipur,2008,TVC- Dacoity,06. Dacoity,0,0,0
Meghalaya,2008,TVC- Dacoity,06. Dacoity,2,15,17
Mizoram,2008,TVC- Dacoity,06. Dacoity,0,0,0
Nagaland,2008,TVC- Dacoity,06. Dacoity,2,7,9
Odisha,2008,TVC- Dacoity,06. Dacoity,0,155,155
Punjab,2008,TVC- Dacoity,06. Dacoity,,28,28
Rajasthan,2008,TVC- Dacoity,06. Dacoity,,31,31
Tamil Nadu,2008,TVC- Dacoity,06. Dacoity,2,71,73
Tripura,2008,TVC- Dacoity,06. Dacoity,,11,11
Uttar Pradesh,2008,TVC- Dacoity,06. Dacoity,,293,293
Uttarakhand,2008,TVC- Dacoity,06. Dacoity,,22,22
West Bengal,2008,TVC- Dacoity,06. Dacoity,0,167,167
Andhra Pradesh,2009,TVC- Dacoity,06. Dacoity,0,186,186
Arunachal Pradesh,2009,TVC- Dacoity,06. Dacoity,0,3,3
Assam,2009,TVC- Dacoity,06. Dacoity,9,132,141
Bihar,2009,TVC- Dacoity,06. Dacoity,0,741,741
Chandigarh,2009,TVC- Dacoity,06. Dacoity,0,3,3
Chhattisgarh,2009,TVC- Dacoity,06. Dacoity,18,56,74
Delhi,2009,TVC- Dacoity,06. Dacoity,,13,13
Goa,2009,TVC- Dacoity,06. Dacoity,,4,4
Gujarat,2009,TVC- Dacoity,06. Dacoity,0,85,85
Haryana,2009,TVC- Dacoity,06. Dacoity,0,89,89
Himachal Pradesh,2009,TVC- Dacoity,06. Dacoity,0,5,5
Jammu & Kashmir,2009,TVC- Dacoity,06. Dacoity,0,13,13
Jharkhand,2009,TVC- Dacoity,06. Dacoity,2,290,292
Karnataka,2009,TVC- Dacoity,06. Dacoity,4,199,203
Kerala,2009,TVC- Dacoity,06. Dacoity,,53,53
Madhya Pradesh,2009,TVC- Dacoity,06. Dacoity,0,89,89
Maharashtra,2009,TVC- Dacoity,06. Dacoity,0,283,283
Manipur,2009,TVC- Dacoity,06. Dacoity,0,0,0
Meghalaya,2009,TVC- Dacoity,06. Dacoity,0,15,15
Mizoram,2009,TVC- Dacoity,06. Dacoity,4,,4
Odisha,2009,TVC- Dacoity,06. Dacoity,0,197,197
Puducherry,2009,TVC- Dacoity,06. Dacoity,,1,1
Punjab,2009,TVC- Dacoity,06. Dacoity,,29,29
Tamil Nadu,2009,TVC- Dacoity,06. Dacoity,3,79,82
Tripura,2009,TVC- Dacoity,06. Dacoity,0,8,8
Uttar Pradesh,2009,TVC- Dacoity,06. Dacoity,,309,309
Uttarakhand,2009,TVC- Dacoity,06. Dacoity,,10,10
West Bengal,2009,TVC- Dacoity,06. Dacoity,0,116,116
Andhra Pradesh,2010,TVC- Dacoity,06. Dacoity,9,121,130
Arunachal Pradesh,2010,TVC- Dacoity,06. Dacoity,0,5,5
Assam,2010,TVC- Dacoity,06. Dacoity,6,78,84
Bihar,2010,TVC- Dacoity,06. Dacoity,,670,670
Chandigarh,2010,TVC- Dacoity,06. Dacoity,0,5,5
Chhattisgarh,2010,TVC- Dacoity,06. Dacoity,17,50,67
Daman & Diu,2010,TVC- Dacoity,06. Dacoity,0,4,4
Delhi,2010,TVC- Dacoity,06. Dacoity,,25,25
Goa,2010,TVC- Dacoity,06. Dacoity,0,5,5
Gujarat,2010,TVC- Dacoity,06. Dacoity,6,114,120
Haryana,2010,TVC- Dacoity,06. Dacoity,,94,94
Himachal Pradesh,2010,TVC- Dacoity,06. Dacoity,0,6,6
Jammu & Kashmir,2010,TVC- Dacoity,06. Dacoity,0,8,8
Jharkhand,2010,TVC- Dacoity,06. Dacoity,0,308,308
Karnataka,2010,TVC- Dacoity,06. Dacoity,0,199,199
Kerala,2010,TVC- Dacoity,06. Dacoity,0,45,45
Madhya Pradesh,2010,TVC- Dacoity,06. Dacoity,0,119,119
Maharashtra,2010,TVC- Dacoity,06. Dacoity,0,401,401
Manipur,2010,TVC- Dacoity,06. Dacoity,0,1,1
Meghalaya,2010,TVC- Dacoity,06. Dacoity,0,9,9
Mizoram,2010,TVC- Dacoity,06. Dacoity,0,1,1
Nagaland,2010,TVC- Dacoity,06. Dacoity,1,1,2
Odisha,2010,TVC- Dacoity,06. Dacoity,0,216,216
Punjab,2010,TVC- Dacoity,06. Dacoity,,31,31
Rajasthan,2010,TVC- Dacoity,06. Dacoity,,32,32
Sikkim,2010,TVC- Dacoity,06. Dacoity,,1,1
Tamil Nadu,2010,TVC- Dacoity,06. Dacoity,0,67,67
Tripura,2010,TVC- Dacoity,06. Dacoity,,3,3
Uttar Pradesh,2010,TVC- Dacoity,06. Dacoity,,369,369
Uttarakhand,2010,TVC- Dacoity,06. Dacoity,,32,32
West Bengal,2010,TVC- Dacoity,06. Dacoity,1,115,116
Andhra Pradesh,2001,TVC- Dowry Deaths,11. Dowry Deaths,0,411,411
Arunachal Pradesh,2001,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Assam,2001,TVC- Dowry Deaths,11. Dowry Deaths,1,20,21
Bihar,2001,TVC- Dowry Deaths,11. Dowry Deaths,0,399,399
Chandigarh,2001,TVC- Dowry Deaths,11. Dowry Deaths,0,2,2
Chhattisgarh,2001,TVC- Dowry Deaths,11. Dowry Deaths,25,21,46
Dadra & Nagar Haveli,2001,TVC- Dowry Deaths,11. Dowry Deaths,,1,1
Delhi,2001,TVC- Dowry Deaths,11. Dowry Deaths,,90,90
Goa,2001,TVC- Dowry Deaths,11. Dowry Deaths,,3,3
Gujarat,2001,TVC- Dowry Deaths,11. Dowry Deaths,0,22,22
Haryana,2001,TVC- Dowry Deaths,11. Dowry Deaths,9,293,302
Himachal Pradesh,2001,TVC- Dowry Deaths,11. Dowry Deaths,0,4,4
Jammu & Kashmir,2001,TVC- Dowry Deaths,11. Dowry Deaths,0,7,7
Jharkhand,2001,TVC- Dowry Deaths,11. Dowry Deaths,8,168,176
Karnataka,2001,TVC- Dowry Deaths,11. Dowry Deaths,0,122,122
Kerala,2001,TVC- Dowry Deaths,11. Dowry Deaths,3,11,14
Madhya Pradesh,2001,TVC- Dowry Deaths,11. Dowry Deaths,,617,617
Maharashtra,2001,TVC- Dowry Deaths,11. Dowry Deaths,0,360,360
Meghalaya,2001,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Mizoram,2001,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Nagaland,2001,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Odisha,2001,TVC- Dowry Deaths,11. Dowry Deaths,0,182,182
Puducherry,2001,TVC- Dowry Deaths,11. Dowry Deaths,,6,6
Punjab,2001,TVC- Dowry Deaths,11. Dowry Deaths,2,127,129
Rajasthan,2001,TVC- Dowry Deaths,11. Dowry Deaths,,276,276
Tamil Nadu,2001,TVC- Dowry Deaths,11. Dowry Deaths,,142,142
Tripura,2001,TVC- Dowry Deaths,11. Dowry Deaths,,9,9
Uttar Pradesh,2001,TVC- Dowry Deaths,11. Dowry Deaths,,1527,1527
Uttarakhand,2001,TVC- Dowry Deaths,11. Dowry Deaths,8,52,60
West Bengal,2001,TVC- Dowry Deaths,11. Dowry Deaths,0,164,164
Andhra Pradesh,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,421,421
Assam,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,16,16
Bihar,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,325,325
Chandigarh,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,4,4
Chhattisgarh,2002,TVC- Dowry Deaths,11. Dowry Deaths,41,30,71
Daman & Diu,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Delhi,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,27,27
Gujarat,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,42,42
Haryana,2002,TVC- Dowry Deaths,11. Dowry Deaths,3,266,269
Himachal Pradesh,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,3,3
Jammu & Kashmir,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,5,5
Jharkhand,2002,TVC- Dowry Deaths,11. Dowry Deaths,8,224,232
Karnataka,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,144,144
Kerala,2002,TVC- Dowry Deaths,11. Dowry Deaths,,9,9
Madhya Pradesh,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,594,594
Maharashtra,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,313,313
Meghalaya,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Nagaland,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Odisha,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,170,170
Puducherry,2002,TVC- Dowry Deaths,11. Dowry Deaths,,2,2
Punjab,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,138,138
Rajasthan,2002,TVC- Dowry Deaths,11. Dowry Deaths,1,327,328
Tamil Nadu,2002,TVC- Dowry Deaths,11. Dowry Deaths,4,209,213
Tripura,2002,TVC- Dowry Deaths,11. Dowry Deaths,,16,16
Uttar Pradesh,2002,TVC- Dowry Deaths,11. Dowry Deaths,,1831,1831
Uttarakhand,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,49,49
West Bengal,2002,TVC- Dowry Deaths,11. Dowry Deaths,0,270,270
Andhra Pradesh,2003,TVC- Dowry Deaths,11. Dowry Deaths,0,407,407
Arunachal Pradesh,2003,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Assam,2003,TVC- Dowry Deaths,11. Dowry Deaths,0,26,26
Bihar,2003,TVC- Dowry Deaths,11. Dowry Deaths,0,491,491
Chandigarh,2003,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Chhattisgarh,2003,TVC- Dowry Deaths,11. Dowry Deaths,0,40,40
Daman & Diu,2003,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Delhi,2003,TVC- Dowry Deaths,11. Dowry Deaths,,32,32
Goa,2003,TVC- Dowry Deaths,11. Dowry Deaths,,1,1
Gujarat,2003,TVC- Dowry Deaths,11. Dowry Deaths,0,48,48
Haryana,2003,TVC- Dowry Deaths,11. Dowry Deaths,2,209,211
Himachal Pradesh,2003,TVC- Dowry Deaths,11. Dowry Deaths,0,7,7
Jammu & Kashmir,2003,TVC- Dowry Deaths,11. Dowry Deaths,0,13,13
Jharkhand,2003,TVC- Dowry Deaths,11. Dowry Deaths,3,182,185
Karnataka,2003,TVC- Dowry Deaths,11. Dowry Deaths,0,162,162
Kerala,2003,TVC- Dowry Deaths,11. Dowry Deaths,,11,11
Madhya Pradesh,2003,TVC- Dowry Deaths,11. Dowry Deaths,,663,663
Maharashtra,2003,TVC- Dowry Deaths,11. Dowry Deaths,1,399,400
Meghalaya,2003,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Nagaland,2003,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Odisha,2003,TVC- Dowry Deaths,11. Dowry Deaths,0,186,186
Punjab,2003,TVC- Dowry Deaths,11. Dowry Deaths,0,181,181
Rajasthan,2003,TVC- Dowry Deaths,11. Dowry Deaths,,290,290
Tamil Nadu,2003,TVC- Dowry Deaths,11. Dowry Deaths,7,237,244
Tripura,2003,TVC- Dowry Deaths,11. Dowry Deaths,,12,12
Uttar Pradesh,2003,TVC- Dowry Deaths,11. Dowry Deaths,,1408,1408
Uttarakhand,2003,TVC- Dowry Deaths,11. Dowry Deaths,0,38,38
West Bengal,2003,TVC- Dowry Deaths,11. Dowry Deaths,5,213,218
Andaman & Nicobar Islands,2004,TVC- Dowry Deaths,11. Dowry Deaths,,1,1
Andhra Pradesh,2004,TVC- Dowry Deaths,11. Dowry Deaths,0,407,407
Arunachal Pradesh,2004,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Assam,2004,TVC- Dowry Deaths,11. Dowry Deaths,2,30,32
Bihar,2004,TVC- Dowry Deaths,11. Dowry Deaths,1,438,439
Chandigarh,2004,TVC- Dowry Deaths,11. Dowry Deaths,0,2,2
Chhattisgarh,2004,TVC- Dowry Deaths,11. Dowry Deaths,2,87,89
Delhi,2004,TVC- Dowry Deaths,11. Dowry Deaths,,72,72
Goa,2004,TVC- Dowry Deaths,11. Dowry Deaths,,4,4
Gujarat,2004,TVC- Dowry Deaths,11. Dowry Deaths,0,54,54
Haryana,2004,TVC- Dowry Deaths,11. Dowry Deaths,,283,283
Himachal Pradesh,2004,TVC- Dowry Deaths,11. Dowry Deaths,0,7,7
Jammu & Kashmir,2004,TVC- Dowry Deaths,11. Dowry Deaths,,13,13
Jharkhand,2004,TVC- Dowry Deaths,11. Dowry Deaths,2,183,185
Karnataka,2004,TVC- Dowry Deaths,11. Dowry Deaths,0,233,233
Kerala,2004,TVC- Dowry Deaths,11. Dowry Deaths,,13,13
Madhya Pradesh,2004,TVC- Dowry Deaths,11. Dowry Deaths,,765,765
Maharashtra,2004,TVC- Dowry Deaths,11. Dowry Deaths,0,321,321
Manipur,2004,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Meghalaya,2004,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Mizoram,2004,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Nagaland,2004,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Odisha,2004,TVC- Dowry Deaths,11. Dowry Deaths,0,246,246
Puducherry,2004,TVC- Dowry Deaths,11. Dowry Deaths,,1,1
Punjab,2004,TVC- Dowry Deaths,11. Dowry Deaths,16,76,92
Rajasthan,2004,TVC- Dowry Deaths,11. Dowry Deaths,,291,291
Tamil Nadu,2004,TVC- Dowry Deaths,11. Dowry Deaths,4,172,176
Tripura,2004,TVC- Dowry Deaths,11. Dowry Deaths,,9,9
Uttar Pradesh,2004,TVC- Dowry Deaths,11. Dowry Deaths,0,1434,1434
Uttarakhand,2004,TVC- Dowry Deaths,11. Dowry Deaths,,43,43
West Bengal,2004,TVC- Dowry Deaths,11. Dowry Deaths,5,189,194
Andhra Pradesh,2005,TVC- Dowry Deaths,11. Dowry Deaths,0,547,547
Arunachal Pradesh,2005,TVC- Dowry Deaths,11. Dowry Deaths,0,0,0
Assam,2005,TVC- Dowry Deaths,11. Dowry Deaths,1,37,38
Bihar,2005,TVC- Dowry Deaths,11. Dowry Deaths,0,501,501
Chandigarh,2005,TVC- Dowry Deaths,11. Dowry Deaths,0,6,6
Chhattisgarh,2005,TVC- Dowry Deaths,11. Dowry Deaths,27,35,62
Dadra & Nagar Haveli,2005,TVC- Dowry Deaths,11. Dowry Deaths,,1,1
Delhi,2005,TVC- Dowry Deaths,11. Dowry Deaths,,125,125
Goa,2005,TVC- Dowry Deaths,11. Dowry Deaths,,2,2
Gujarat,2005,TVC- Dowry Deaths,11. Dowry Deaths,0,65,65
Haryana,2005,TVC- Dowry Deaths,11. Dowry Deaths,0,248,248
Himachal Pradesh,2005,TVC- Dowry Deaths,11. Dowry Deaths,0,4,4
Jammu & Kashmir,2005,TVC- Dowry Deaths,11. Dowry Deaths,0,2,2
Jharkhand,2005,TVC- Dowry Deaths,11. Dowry Deaths,3,83,86
Karnataka,2005,TVC- Dowry Deaths,11. Dowry Deaths,0,324,324
