area_name,year,group_name,sub_group_name,cases_property_recovered,cases_property_stolen,value_of_property_recovered,value_of_property_stolen
Assam,2008,Total Property,7. Total Property Stolen & Recovered,3857,13896,76895325,343487013
Bihar,2008,Total Property,7. Total Property Stolen & Recovered,3414,21324,55371417,464392646
Chandigarh,2008,Total Property,7. Total Property Stolen & Recovered,810,2529,42022211,119337288
Chhattisgarh,2008,Total Property,7. Total Property Stolen & Recovered,3671,11111,131722842,383749576
Dadra & Nagar Haveli,2008,Total Property,7. Total Property Stolen & Recovered,66,138,7828080,37855040
Daman & Diu,2008,Total Property,7. Total Property Stolen & Recovered,31,107,4230400,46597505
Delhi,2008,Total Property,7. Total Property Stolen & Recovered,5674,24583,100513072,3585385648
Goa,2008,Total Property,7. Total Property Stolen & Recovered,293,1021,24414356,116536210
Gujarat,2008,Total Property,7. Total Property Stolen & Recovered,9316,28840,401438417,2542202074
Haryana,2008,Total Property,7. Total Property Stolen & Recovered,7704,19382,508379848,964429164
Himachal Pradesh,2008,Total Property,7. Total Property Stolen & Recovered,658,2214,44637193,162707882
Jammu & Kashmir,2008,Total Property,7. Total Property Stolen & Recovered,1098,3694,61033622,163989540
Jharkhand,2008,Total Property,7. Total Property Stolen & Recovered,1657,10132,35320406,359861979
Karnataka,2008,Total Property,7. Total Property Stolen & Recovered,8160,26727,609152500,1921058853
Kerala,2008,Total Property,7. Total Property Stolen & Recovered,3879,12318,139104039,2577732881
Lakshadweep,2008,Total Property,7. Total Property Stolen & Recovered,3,11,99000,244000
Madhya Pradesh,2008,Total Property,7. Total Property Stolen & Recovered,13504,39064,334055917,1090769341
Maharashtra,2008,Total Property,7. Total Property Stolen & Recovered,26935,78569,1344884834,15469344396
Manipur,2008,Total Property,7. Total Property Stolen & Recovered,29,910,1988250,107265774
Meghalaya,2008,Total Property,7. Total Property Stolen & Recovered,296,1238,8349971,79852320
Mizoram,2008,Total Property,7. Total Property Stolen & Recovered,893,1154,21015932,29367749
Nagaland,2008,Total Property,7. Total Property Stolen & Recovered,80,563,3743186,419727342
Odisha,2008,Total Property,7. Total Property Stolen & Recovered,5905,12182,175265891,560367972
Puducherry,2008,Total Property,7. Total Property Stolen & Recovered,375,813,15247896,30018652
Punjab,2008,Total Property,7. Total Property Stolen & Recovered,5702,9642,507056563,845629659
Rajasthan,2008,Total Property,7. Total Property Stolen & Recovered,7409,24813,590556997,1049255128
Sikkim,2008,Total Property,7. Total Property Stolen & Recovered,76,222,4275311,164361102
Tamil Nadu,2008,Total Property,7. Total Property Stolen & Recovered,16221,19918,495235732,679476182
Tripura,2008,Total Property,7. Total Property Stolen & Recovered,307,902,3145635,49011382
Uttar Pradesh,2008,Total Property,7. Total Property Stolen & Recovered,9846,29291,1161786732,1820103969
Uttarakhand,2008,Total Property,7. Total Property Stolen & Recovered,759,2033,32982620,109696729
West Bengal,2008,Total Property,7. Total Property Stolen & Recovered,4109,21809,151338168,926940952
Andaman & Nicobar Islands,2009,Total Property,7. Total Property Stolen & Recovered,106,238,6081185,10328590
Andhra Pradesh,2009,Total Property,7. Total Property Stolen & Recovered,17384,33162,637818133,1399488392
Arunachal Pradesh,2009,Total Property,7. Total Property Stolen & Recovered,327,715,168882335,246090594
Assam,2009,Total Property,7. Total Property Stolen & Recovered,3171,13289,144813019,525464095
Bihar,2009,Total Property,7. Total Property Stolen & Recovered,3400,23314,72473571,507723195
Chandigarh,2009,Total Property,7. Total Property Stolen & Recovered,669,2275,26839645,108099228
Chhattisgarh,2009,Total Property,7. Total Property Stolen & Recovered,3792,10776,144046856,414738010
Dadra & Nagar Haveli,2009,Total Property,7. Total Property Stolen & Recovered,62,154,10178408,53048623
Daman & Diu,2009,Total Property,7. Total Property Stolen & Recovered,19,84,4521340,13412092
Delhi,2009,Total Property,7. Total Property Stolen & Recovered,6367,26693,244579475,7785717012
Goa,2009,Total Property,7. Total Property Stolen & Recovered,319,1242,26756962,656580967
Gujarat,2009,Total Property,7. Total Property Stolen & Recovered,8487,27407,483489012,2731563586
Haryana,2009,Total Property,7. Total Property Stolen & Recovered,7569,19595,482839759,990054398
Himachal Pradesh,2009,Total Property,7. Total Property Stolen & Recovered,536,1804,43091787,327419480
Jammu & Kashmir,2009,Total Property,7. Total Property Stolen & Recovered,1522,4341,85958912,214105545
Jharkhand,2009,Total Property,7. Total Property Stolen & Recovered,1953,10989,50457871,317553840
Karnataka,2009,Total Property,7. Total Property Stolen & Recovered,8933,30575,873516628,2511469442
Kerala,2009,Total Property,7. Total Property Stolen & Recovered,4479,11943,384303742,2812836460
Lakshadweep,2009,Total Property,7. Total Property Stolen & Recovered,11,58,300000,3077000
Madhya Pradesh,2009,Total Property,7. Total Property Stolen & Recovered,12714,37513,431865921,1101317559
Maharashtra,2009,Total Property,7. Total Property Stolen & Recovered,26097,77240,1352937107,12613758173
Manipur,2009,Total Property,7. Total Property Stolen & Recovered,33,698,48045570,119195331
Meghalaya,2009,Total Property,7. Total Property Stolen & Recovered,201,895,9579430,53628510
Mizoram,2009,Total Property,7. Total Property Stolen & Recovered,820,1213,42121387,151610184
Nagaland,2009,Total Property,7. Total Property Stolen & Recovered,88,770,21476025,736004694
Odisha,2009,Total Property,7. Total Property Stolen & Recovered,4873,12250,221987559,2775976092
Puducherry,2009,Total Property,7. Total Property Stolen & Recovered,484,807,17989480,29088679
Punjab,2009,Total Property,7. Total Property Stolen & Recovered,5297,9626,551202680,872707482
Rajasthan,2009,Total Property,7. Total Property Stolen & Recovered,4519,18178,814204198,1475572408
Sikkim,2009,Total Property,7. Total Property Stolen & Recovered,54,163,1992410,11445805
Tamil Nadu,2009,Total Property,7. Total Property Stolen & Recovered,16645,21489,593385049,894346136
Tripura,2009,Total Property,7. Total Property Stolen & Recovered,242,826,7188915,55631705
Uttar Pradesh,2009,Total Property,7. Total Property Stolen & Recovered,8588,32243,501281580,1240903869
Uttarakhand,2009,Total Property,7. Total Property Stolen & Recovered,836,1791,31904184,94997882
West Bengal,2009,Total Property,7. Total Property Stolen & Recovered,4801,21586,223031097,1095102416
Andaman & Nicobar Islands,2010,Total Property,7. Total Property Stolen & Recovered,90,219,1877591,8005476
Andhra Pradesh,2010,Total Property,7. Total Property Stolen & Recovered,19848,36407,725079668,1533054566
Arunachal Pradesh,2010,Total Property,7. Total Property Stolen & Recovered,287,831,41183072,194577564
Assam,2010,Total Property,7. Total Property Stolen & Recovered,1974,13694,104395362,424234339
Bihar,2010,Total Property,7. Total Property Stolen & Recovered,3180,22727,74962835,547924668
Chandigarh,2010,Total Property,7. Total Property Stolen & Recovered,725,2055,52203913,120437559
Chhattisgarh,2010,Total Property,7. Total Property Stolen & Recovered,3623,10569,136704392,472964216
Dadra & Nagar Haveli,2010,Total Property,7. Total Property Stolen & Recovered,51,123,4187591,29755928
Daman & Diu,2010,Total Property,7. Total Property Stolen & Recovered,32,85,5469085,14016402
Delhi,2010,Total Property,7. Total Property Stolen & Recovered,6500,28118,201822779,4195381977
Goa,2010,Total Property,7. Total Property Stolen & Recovered,434,1483,23233792,231265838
Gujarat,2010,Total Property,7. Total Property Stolen & Recovered,7689,23839,472276132,3496820849
Haryana,2010,Total Property,7. Total Property Stolen & Recovered,8106,23549,659378421,1247668627
Himachal Pradesh,2010,Total Property,7. Total Property Stolen & Recovered,539,1709,60928343,190373429
Jammu & Kashmir,2010,Total Property,7. Total Property Stolen & Recovered,1351,3978,97683758,226297520
Jharkhand,2010,Total Property,7. Total Property Stolen & Recovered,2153,10318,63504472,472956236
Karnataka,2010,Total Property,7. Total Property Stolen & Recovered,10293,29717,999646710,2411483345
Kerala,2010,Total Property,7. Total Property Stolen & Recovered,3914,9982,200163315,2685755183
Lakshadweep,2010,Total Property,7. Total Property Stolen & Recovered,3,7,22000,43000
Madhya Pradesh,2010,Total Property,7. Total Property Stolen & Recovered,11549,34358,7470011363,8265789122
Maharashtra,2010,Total Property,7. Total Property Stolen & Recovered,27960,80663,2337827896,23776254525
